,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Covid
Reportcard",,,Washington Square,,,,,,,,,,,,,,,,,,Tandon,,,,,,,,,,,,,,,,,,School of Law,,,,,,,,,,,,,,,,,,College of Dentistry,,,,,,,,,,,,,,,,,,Silver,,,,,,,,,,,,,,,,,,Wagner,,,,,,,,,,,,,,,,,,School of Professional Studies,,,,,,,,,,,,,,,,,,Institute for Study of the Ancient World,,,,,,,,,,,,,,,,,,Institute of Fine Arts,,,,,,,,,,,,,,,,,,Overall,,,,,,,,,,,,,Weekly,,,,,,,,,,,,,,,,,,,,
11/16/20,6,,47,249,0,0,"98,861",346,64,100,28,19,9,0,0,+10,10 ,0 ,-,,3,37,0,0,"11,561",346,64,4,2,1,1,0,0,+2,2 ,0 ,-,,3,15,0,0,"4,596",346,64,5,2,1,1,0,0,-,0 ,0 ,-,,10,27,0,0,"9,602",346,64,11,5,5,0,0,0,-,0 ,0 ,-,,0,1,0,0,870,346,64,2,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,970,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,2,12,0,0,"4,528",346,64,2,2,1,1,0,0,+1,1 ,0 ,-,,0,0,0,0,120,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,493,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,66,+13,13 ,0 ,-,39 ,124 ,69.2%,30.8%,282 ,74 ,56 ,,,,,,,,,,,,,,,,,,,,,,
11/17/20,6,,55,249,0,0,"101,906",346,64,111,34,23,11,0,0,+8,8 ,"3,045 ",0.26%,,3,37,0,0,"12,000",346,64,4,1,0,1,0,0,-,0 ,439 ,0.00%,,3,15,0,0,"4,716",346,64,7,1,1,0,0,0,-,0 ,120 ,0.00%,,10,27,0,0,"9,973",346,64,11,3,3,0,0,0,-,0 ,371 ,0.00%,,0,1,0,0,893,346,64,2,0,0,0,0,0,-,0 ,23 ,0.00%,,1,2,0,0,"1,000",346,64,0,0,0,0,0,0,-,0 ,30 ,0.00%,,2,12,0,0,"4,638",346,64,5,1,0,1,0,0,-,0 ,110 ,0.00%,,0,0,0,0,120,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,501,346,64,1,0,0,0,0,0,-,0 ,8 ,0.00%,,74,+8,8 ,"8,284 ",0.10%,40 ,141 ,67.5%,32.5%,282 ,82 ,61 ,,,,,,,,,,,,,,,,,,,,,,
11/18/20,6,,59,249,0,0,"101,906",346,64,111,34,23,11,0,0,+4,4 ,0 ,-,,3,37,0,0,"12,000",346,64,4,1,0,1,0,0,-,0 ,0 ,-,,3,15,0,0,"4,716",346,64,7,1,1,0,0,0,-,0 ,0 ,-,,10,27,0,0,"9,973",346,64,11,3,3,0,0,0,-,0 ,0 ,-,,0,1,0,0,893,346,64,2,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,"1,000",346,64,0,0,0,0,0,0,-,0 ,0 ,-,,2,12,0,0,"4,638",346,64,5,1,0,1,0,0,-,0 ,0 ,-,,0,0,0,0,120,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,501,346,64,1,0,0,0,0,0,-,0 ,0 ,-,,78,+4,4 ,0 ,-,40 ,141 ,67.5%,32.5%,282 ,82 ,65 ,,,,,,,,,,,,,,,,,,,,,,
11/19/20,6,,63,249,0,0,"102,222",346,64,120,33,24,9,0,0,+4,4 ,316 ,1.27%,,3,37,0,0,"12,020",346,64,5,0,0,0,0,0,-,0 ,20 ,0.00%,,3,15,0,0,"4,730",346,64,5,0,0,0,0,0,-,0 ,14 ,0.00%,,10,27,0,0,"9,983",346,64,11,3,3,0,0,0,-,0 ,10 ,0.00%,,0,1,0,0,898,346,64,1,0,0,0,0,0,-,0 ,5 ,0.00%,,1,2,0,0,"1,005",346,64,0,0,0,0,0,0,-,0 ,5 ,0.00%,,3,12,0,0,"4,651",346,64,6,2,1,1,0,0,+1,1 ,13 ,7.69%,,0,0,0,0,122,346,64,0,0,0,0,0,0,-,0 ,2 ,0.00%,,0,1,0,0,507,346,64,1,0,0,0,0,0,-,0 ,6 ,0.00%,,83,+5,5 ,782 ,0.64%,38 ,149 ,73.7%,26.3%,282 ,86 ,61 ,,,,,,,,,,,,,,,,,,,,,,
11/20/20,6,,74,249,0,0,"104,562",346,64,135,34,24,10,0,0,+11,11 ,"2,340 ",0.47%,,3,37,0,0,"12,213",346,64,6,0,0,0,0,0,-,0 ,193 ,0.00%,,3,15,0,0,"4,916",346,64,3,0,0,0,0,0,-,0 ,186 ,0.00%,,14,27,0,0,"10,400",346,64,11,2,2,0,0,0,+4,4 ,417 ,0.96%,,0,1,0,0,915,346,64,2,0,0,0,0,0,-,0 ,17 ,0.00%,,1,2,0,0,"1,037",346,64,0,0,0,0,0,0,-,0 ,32 ,0.00%,,4,12,0,0,"4,786",346,64,6,2,2,0,0,0,+1,1 ,135 ,0.74%,,0,0,0,0,127,346,64,0,0,0,0,0,0,-,0 ,5 ,0.00%,,0,1,0,0,524,346,64,1,0,0,0,0,0,-,0 ,17 ,0.00%,,99,+16,16 ,"3,343 ",0.48%,38 ,164 ,73.7%,26.3%,282 ,99 ,67 ,,,,,,,,,,,,,,,,,,,,,,
11/21/20,7,,12,249,0,0,"106,783",346,64,140,47,31,16,0,0,+12,12 ,"2,221 ",0.54%,,0,37,0,0,"12,431",346,64,9,3,2,1,0,0,-,0 ,218 ,0.00%,,0,15,0,0,"5,059",346,64,3,0,0,0,0,0,-,0 ,143 ,0.00%,,1,27,0,0,"10,765",346,64,11,3,3,0,0,0,+1,1 ,365 ,0.27%,,0,1,0,0,934,346,64,2,0,0,0,0,0,-,0 ,19 ,0.00%,,0,2,0,0,"1,073",346,64,0,0,0,0,0,0,-,0 ,36 ,0.00%,,1,12,0,0,"4,916",346,64,6,4,4,0,0,0,+1,1 ,130 ,0.77%,,0,0,0,0,130,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,0,1,0,0,540,346,64,1,0,0,0,0,0,-,0 ,16 ,0.00%,,14,+14,14 ,"3,151 ",0.44%,57 ,172 ,70.2%,29.8%,282 ,111 ,67 ,,,,,,,,,,,,,,,,,,,,,,
11/22/20,7,,36,249,0,0,"108,272",346,64,161,60,43,17,0,0,+24,24 ,"1,489 ",1.61%,,3,37,0,0,"12,542",346,64,15,3,2,1,0,0,+3,3 ,111 ,2.70%,,0,15,0,0,"5,127",346,64,3,1,0,1,0,0,-,0 ,68 ,0.00%,,4,27,0,0,"10,965",346,64,10,5,5,0,0,0,+3,3 ,200 ,1.50%,,0,1,0,0,947,346,64,3,0,0,0,0,0,-,0 ,13 ,0.00%,,0,2,0,0,"1,093",346,64,0,1,1,0,0,0,-,0 ,20 ,0.00%,,3,12,0,0,"4,997",346,64,7,3,3,0,0,0,+2,2 ,81 ,2.47%,,0,0,0,0,136,346,64,0,0,0,0,0,0,-,0 ,6 ,0.00%,,0,1,0,0,549,346,64,1,0,0,0,0,0,-,0 ,9 ,0.00%,,46,+32,32 ,"1,997 ",1.60%,73 ,200 ,74.0%,26.0%,282 ,140 ,92 ,,92 ,"17,557 ",0.52%,0 ,0.52%,11/16/20,11/22/20,11/16-11/22,,,,,,,,,,,,,
11/23/20,7,,67,249,0,0,"112,769",346,64,180,67,50,17,0,0,+31,31 ,"4,497 ",0.69%,,4,37,0,0,"13,114",346,64,17,4,3,1,0,0,+1,1 ,572 ,0.17%,,1,15,0,0,"5,358",346,64,6,1,0,1,0,0,+1,1 ,231 ,0.43%,,6,27,0,0,"11,636",346,64,13,6,6,0,0,0,+2,2 ,671 ,0.30%,,0,1,0,0,987,346,64,3,0,0,0,0,0,-,0 ,40 ,0.00%,,1,2,0,0,"1,150",346,64,1,1,1,0,0,0,+1,1 ,57 ,1.75%,,3,12,0,0,"5,211",346,64,7,2,2,0,0,0,-,0 ,214 ,0.00%,,0,0,0,0,145,346,64,0,0,0,0,0,0,-,0 ,9 ,0.00%,,0,1,0,0,582,346,64,1,0,0,0,0,0,-,0 ,33 ,0.00%,,82,+36,36 ,"6,326 ",0.57%,81 ,228 ,76.5%,23.5%,282 ,171 ,115 ,,,,,,,,,,,,,,,,,,,,,,
11/24/20,7,,69,249,0,0,"113,145",346,64,209,70,50,20,0,0,+2,2 ,376 ,0.53%,,4,37,0,0,"13,143",346,64,23,5,4,1,0,0,-,0 ,29 ,0.00%,,1,15,0,0,"5,375",346,64,7,2,0,2,0,0,-,0 ,17 ,0.00%,,6,27,0,0,"11,639",346,64,16,5,5,0,0,0,-,0 ,3 ,0.00%,,0,1,0,0,993,346,64,1,0,0,0,0,0,-,0 ,6 ,0.00%,,1,2,0,0,"1,160",346,64,1,1,1,0,0,0,-,0 ,10 ,0.00%,,3,12,0,0,"5,230",346,64,7,2,2,0,0,0,-,0 ,19 ,0.00%,,0,0,0,0,145,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,583,346,64,1,1,1,0,0,0,-,0 ,1 ,0.00%,,84,+2,2 ,461 ,0.43%,86 ,265 ,73.3%,26.7%,282 ,170 ,109 ,,,,,,,,,,,,,,,,,,,,,,
11/25/20,7,,78,249,0,0,"115,162",346,64,243,60,45,15,0,0,+9,9 ,"2,017 ",0.45%,,5,37,0,0,"13,584",346,64,22,6,5,1,0,0,+1,1 ,441 ,0.23%,,2,15,0,0,"5,484",346,64,7,3,1,2,0,0,+1,1 ,109 ,0.92%,,7,27,0,0,"12,054",346,64,16,4,4,0,0,0,+1,1 ,415 ,0.24%,,0,1,0,0,"1,010",346,64,0,0,0,0,0,0,-,0 ,17 ,0.00%,,1,2,0,0,"1,177",346,64,1,1,1,0,0,0,-,0 ,17 ,0.00%,,3,12,0,0,"5,303",346,64,6,1,1,0,0,0,-,0 ,73 ,0.00%,,0,0,0,0,146,346,64,0,0,0,0,0,0,-,0 ,1 ,0.00%,,0,1,0,0,584,346,64,1,1,1,0,0,0,-,0 ,1 ,0.00%,,96,+12,12 ,"3,092 ",0.39%,76 ,296 ,76.3%,23.7%,282 ,182 ,117 ,,,,,,,,,,,,,,,,,,,,,,
11/26/20,7,,78,249,0,0,"115,162",346,64,243,60,45,15,0,0,-,0 ,0 ,-,,5,37,0,0,"13,584",346,64,22,6,5,1,0,0,-,0 ,0 ,-,,2,15,0,0,"5,484",346,64,7,3,1,2,0,0,-,0 ,0 ,-,,7,27,0,0,"12,054",346,64,16,4,4,0,0,0,-,0 ,0 ,-,,0,1,0,0,"1,010",346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,"1,177",346,64,1,1,1,0,0,0,-,0 ,0 ,-,,3,12,0,0,"5,303",346,64,6,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,146,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,584,346,64,1,1,1,0,0,0,-,0 ,0 ,-,,96,-,0 ,6 ,-,76 ,296 ,76.3%,23.7%,282 ,173 ,112 ,,,,,,,,,,,,,,,,,,,,,,
11/27/20,7,,78,249,0,0,"115,162",346,64,243,60,45,15,0,0,-,0 ,0 ,-,,5,37,0,0,"13,584",346,64,22,6,5,1,0,0,-,0 ,0 ,-,,2,15,0,0,"5,484",346,64,7,3,1,2,0,0,-,0 ,0 ,-,,7,27,0,0,"12,054",346,64,16,4,4,0,0,0,-,0 ,0 ,-,,0,1,0,0,"1,010",346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,"1,177",346,64,1,1,1,0,0,0,-,0 ,0 ,-,,3,12,0,0,"5,303",346,64,6,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,146,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,584,346,64,1,1,1,0,0,0,-,0 ,0 ,-,,96,-,0 ,2 ,-,76 ,296 ,76.3%,23.7%,282 ,163 ,96 ,,,,,,,,,,,,,,,,,,,,,,
11/28/20,7,,78,249,0,0,"115,162",346,64,243,60,45,15,0,0,-,0 ,0 ,-,,5,37,0,0,"13,584",346,64,22,6,5,1,0,0,-,0 ,0 ,-,,2,15,0,0,"5,484",346,64,7,3,1,2,0,0,-,0 ,0 ,-,,7,27,0,0,"12,054",346,64,16,4,4,0,0,0,-,0 ,0 ,-,,0,1,0,0,"1,010",346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,"1,177",346,64,1,1,1,0,0,0,-,0 ,0 ,-,,3,12,0,0,"5,303",346,64,6,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,146,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,584,346,64,1,1,1,0,0,0,-,0 ,0 ,-,,96,-,0 ,0 ,-,76 ,296 ,76.3%,23.7%,282 ,149 ,82 ,,,,,,,,,,,,,,,,,,,,,,
11/29/20,7,,78,249,0,0,"115,162",346,64,243,60,45,15,0,0,-,0 ,0 ,-,,5,37,0,0,"13,584",346,64,22,6,5,1,0,0,-,0 ,0 ,-,,2,15,0,0,"5,484",346,64,7,3,1,2,0,0,-,0 ,0 ,-,,7,27,0,0,"12,054",346,64,16,4,4,0,0,0,-,0 ,0 ,-,,0,1,0,0,"1,010",346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,"1,177",346,64,1,1,1,0,0,0,-,0 ,0 ,-,,3,12,0,0,"5,303",346,64,6,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,146,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,0,1,0,0,584,346,64,1,1,1,0,0,0,-,0 ,0 ,-,,96,-,0 ,0 ,-,76 ,296 ,76.3%,23.7%,282 ,142 ,50 ,,50 ,"9,887 ",0.51%,0 ,0.51%,11/23/20,11/29/20,11/23-11/29,,142 ,"27,444 ",0.52%,,,,,,,,,
11/30/20,7,,107,249,0,0,"116,808",346,64,200,5,4,1,0,0,+29,29 ,"1,646 ",1.76%,,10,37,0,0,"13,717",346,64,25,1,1,0,0,0,+5,5 ,133 ,3.76%,,8,15,0,0,"5,684",346,64,6,3,3,0,0,0,+6,6 ,200 ,3.00%,,12,27,0,0,"12,344",346,64,7,1,1,0,0,0,+5,5 ,290 ,1.72%,,0,1,0,0,"1,030",346,64,0,0,0,0,0,0,-,0 ,20 ,0.00%,,1,2,0,0,"1,212",346,64,1,0,0,0,0,0,-,0 ,35 ,0.00%,,4,12,0,0,"5,427",346,64,5,0,0,0,0,0,+1,1 ,124 ,0.81%,,0,0,0,0,151,346,64,0,0,0,0,0,0,-,0 ,5 ,0.00%,,1,1,0,0,599,346,64,0,0,0,0,0,0,+1,1 ,15 ,6.67%,,143,+47,47 ,"3,512 ",1.34%,10 ,244 ,90.0%,10.0%,282 ,176 ,61 ,,,,,,,,,,,,,,,,,,,,,,
12/01/20,7,,108,249,0,0,"116,813",346,64,185,4,3,1,0,0,+1,1 ,5 ,20.00%,,10,37,0,0,"13,718",346,64,24,0,0,0,0,0,-,0 ,1 ,0.00%,,8,15,0,0,"5,686",346,64,6,3,3,0,0,0,-,0 ,2 ,0.00%,,13,27,0,0,"12,348",346,64,7,1,1,0,0,0,+1,1 ,4 ,25.00%,,0,1,0,0,"1,030",346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,"1,212",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,4,12,0,0,"5,427",346,64,2,0,0,0,0,0,-,0 ,0 ,-,,0,0,0,0,151,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,599,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,145,+2,2 ,24 ,8.33%,8 ,225 ,87.5%,12.5%,282 ,170 ,61 ,,,,,,,,,,,,,,,,,,,,,,
12/02/20,7,,113,249,0,0,"116,860",346,64,1031,28,14,14,0,0,+5,5 ,47 ,10.64%,,11,37,0,0,"13,722",346,64,36,3,3,0,0,0,+1,1 ,4 ,25.00%,,9,15,0,0,"5,689",346,64,6,3,1,2,0,0,+1,1 ,3 ,33.33%,,15,27,0,0,"12,352",346,64,9,2,2,0,0,0,+2,2 ,4 ,50.00%,,0,1,0,0,"1,030",346,64,1,0,0,0,0,0,-,0 ,0 ,-,,1,2,0,0,"1,214",346,64,0,0,0,0,0,0,-,0 ,2 ,0.00%,,4,12,0,0,"5,428",346,64,2,0,0,0,0,0,-,0 ,1 ,0.00%,,0,0,0,0,151,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,599,346,64,0,1,0,1,0,0,-,0 ,0 ,-,,154,+9,9 ,61 ,14.75%,37 ,"1,085 ",54.1%,45.9%,282 ,175 ,58 ,,,,,,,,,,,,,,,,,,,,,,
12/03/20,7,,120,249,0,0,"117,177",346,64,1021,25,13,12,0,0,+7,7 ,317 ,2.21%,,11,37,0,0,"13,734",346,64,35,5,5,0,0,0,-,0 ,12 ,0.00%,,9,15,0,0,"5,704",346,64,6,1,1,0,0,0,-,0 ,15 ,0.00%,,16,27,0,0,"12,355",346,64,9,1,1,0,0,0,+1,1 ,3 ,33.33%,,0,1,0,0,"1,031",346,64,1,1,1,0,0,0,-,0 ,1 ,0.00%,,1,2,0,0,"1,218",346,64,0,0,0,0,0,0,-,0 ,4 ,0.00%,,4,12,0,0,"5,441",346,64,2,0,0,0,0,0,-,0 ,13 ,0.00%,,0,0,0,0,151,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,599,346,64,0,1,0,1,0,0,-,0 ,0 ,-,,162,+8,8 ,365 ,2.19%,34 ,"1,074 ",61.8%,38.2%,282 ,178 ,66 ,,,,,,,,,,,,,,,,,,,,,,
12/04/20,7,,133,249,0,0,"118,885",346,64,1010,28,15,13,0,0,+13,13 ,"1,708 ",0.76%,,14,37,0,0,"13,876",346,64,33,5,5,0,0,0,+3,3 ,142 ,2.11%,,9,15,0,0,"5,840",346,64,9,2,1,1,0,0,-,0 ,136 ,0.00%,,16,27,0,0,"12,599",346,64,9,1,1,0,0,0,-,0 ,244 ,0.00%,,1,1,0,0,"1,044",346,64,1,2,2,0,0,0,+1,1 ,13 ,7.69%,,1,2,0,0,"1,253",346,64,0,0,0,0,0,0,-,0 ,35 ,0.00%,,6,12,0,0,"5,517",346,64,2,0,0,0,0,0,+2,2 ,76 ,2.63%,,0,0,0,0,158,346,64,0,0,0,0,0,0,-,0 ,7 ,0.00%,,2,1,0,0,613,346,64,0,1,0,1,0,0,+1,1 ,14 ,7.14%,,182,+20,20 ,"2,375 ",0.84%,39 ,"1,064 ",61.5%,38.5%,282 ,182 ,86 ,,,,,,,,,,,,,,,,,,,,,,
12/05/20,8,,9,249,0,0,"121,008",346,64,991,27,16,11,0,0,+9,9 ,"2,123 ",0.42%,,1,37,0,0,"14,104",346,64,31,5,5,0,0,0,+1,1 ,228 ,0.44%,,1,15,0,0,"5,985",346,64,11,2,1,1,0,0,+1,1 ,145 ,0.69%,,5,27,0,0,"12,917",346,64,9,1,1,0,0,0,+5,5 ,318 ,1.57%,,0,1,0,0,"1,065",346,64,1,2,2,0,0,0,-,0 ,21 ,0.00%,,0,2,0,0,"1,296",346,64,0,0,0,0,0,0,-,0 ,43 ,0.00%,,1,12,0,0,"5,624",346,64,3,1,1,0,0,0,+1,1 ,107 ,0.93%,,0,0,0,0,161,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,0,1,0,0,630,346,64,0,1,0,1,0,0,-,0 ,17 ,0.00%,,17,+17,17 ,"3,005 ",0.57%,39 ,"1,046 ",66.7%,33.3%,282 ,185 ,103 ,,,,,,,,,,,,,,,,,,,,,,
12/06/20,8,,14,249,0,0,"123,205",346,64,946,38,24,14,0,0,+5,5 ,"2,197 ",0.23%,,1,37,0,0,"14,377",346,64,29,4,4,0,0,0,-,0 ,273 ,0.00%,,1,15,0,0,"6,083",346,64,8,1,0,1,0,0,-,0 ,98 ,0.00%,,5,27,0,0,"13,194",346,64,8,2,2,0,0,0,-,0 ,277 ,0.00%,,0,1,0,0,"1,082",346,64,1,2,2,0,0,0,-,0 ,17 ,0.00%,,1,2,0,0,"1,325",346,64,0,1,1,0,0,0,+1,1 ,29 ,3.45%,,2,12,0,0,"5,733",346,64,4,1,1,0,0,0,+1,1 ,109 ,0.92%,,0,0,0,0,166,346,64,0,0,0,0,0,0,-,0 ,5 ,0.00%,,0,1,0,0,644,346,64,0,0,0,0,0,0,-,0 ,14 ,0.00%,,24,+7,7 ,"3,019 ",0.23%,49 ,996 ,69.4%,30.6%,282 ,160 ,110 ,,110 ,"12,361 ",0.89%,0 ,0.89%,11/30/20,12/06/20,11/30-12/06,,,,,,,,,,,,,
12/07/20,8,,28,249,0,0,"125,118",346,64,156,35,23,12,0,0,+14,14 ,"1,913 ",0.73%,,2,37,0,0,"14,602",346,64,24,4,4,0,0,0,+1,1 ,225 ,0.44%,,1,15,0,0,"6,149",346,64,6,1,0,1,0,0,-,0 ,66 ,0.00%,,6,27,0,0,"13,478",346,64,3,1,1,0,0,0,+1,1 ,284 ,0.35%,,0,1,0,0,"1,102",346,64,1,1,1,0,0,0,-,0 ,20 ,0.00%,,1,2,0,0,"1,351",346,64,0,2,2,0,0,0,-,0 ,26 ,0.00%,,2,12,0,0,"5,826",346,64,4,1,1,0,0,0,-,0 ,93 ,0.00%,,0,0,0,0,169,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,1,1,0,0,658,346,64,0,2,1,1,0,0,+1,1 ,14 ,7.14%,,41,+17,17 ,"2,646 ",0.64%,47 ,194 ,70.2%,29.8%,282 ,141 ,80 ,,,,,,,,,,,,,,,,,,,,,,
12/08/20,8,,30,249,0,0,"125,121",346,64,846,33,21,12,0,0,+2,2 ,3 ,66.67%,,2,37,0,0,"14,602",346,64,2,4,4,0,0,0,-,0 ,0 ,-,,1,15,0,0,"6,149",346,64,5,1,0,1,0,0,-,0 ,0 ,-,,6,27,0,0,"13,478",346,64,3,1,1,0,0,0,-,0 ,0 ,-,,0,1,0,0,"1,102",346,64,1,1,1,0,0,0,-,0 ,0 ,-,,2,2,0,0,"1,351",346,64,1,2,2,0,0,0,+1,1 ,0 ,-,,2,12,0,0,"5,826",346,64,3,1,1,0,0,0,-,0 ,0 ,-,,0,0,0,0,169,346,64,0,0,0,0,0,0,-,0 ,0 ,-,,1,1,0,0,658,346,64,0,2,1,1,0,0,-,0 ,0 ,-,,44,+3,3 ,3 ,100.00%,45 ,861 ,68.9%,31.1%,282 ,142 ,81 ,,,,,,,,,,,,,,,,,,,,,,
12/09/20,8,,32,249,0,0,"126,296",346,64,823,24,16,8,0,0,+2,2 ,"1,175 ",0.17%,,2,37,0,0,"14,858",346,64,20,1,1,0,0,0,-,0 ,256 ,0.00%,,1,15,0,0,"6,195",346,64,5,1,0,1,0,0,-,0 ,46 ,0.00%,,6,27,0,0,"13,766",346,64,3,2,2,0,0,0,-,0 ,288 ,0.00%,,0,1,0,0,"1,108",346,64,1,1,1,0,0,0,-,0 ,6 ,0.00%,,2,2,0,0,"1,368",346,64,1,2,2,0,0,0,-,0 ,17 ,0.00%,,2,12,0,0,"5,866",346,64,3,1,1,0,0,0,-,0 ,40 ,0.00%,,0,0,0,0,170,346,64,0,0,0,0,0,0,-,0 ,1 ,0.00%,,1,1,0,0,659,346,64,0,1,1,0,0,0,-,0 ,1 ,0.00%,,46,+2,2 ,"1,831 ",0.11%,33 ,856 ,72.7%,27.3%,282 ,132 ,74 ,,,,,,,,,,,,,,,,,,,,,,
12/10/20,8,,37,249,0,0,"126,842",346,64,794,23,15,8,0,0,+5,5 ,546 ,0.92%,,2,37,0,0,"14,900",346,64,14,2,2,0,0,0,-,0 ,42 ,0.00%,,1,15,0,0,"6,211",346,64,6,0,0,0,0,0,-,0 ,16 ,0.00%,,7,27,0,0,"13,790",346,64,5,2,2,0,0,0,+1,1 ,24 ,4.17%,,0,1,0,0,"1,111",346,64,1,0,0,0,0,0,-,0 ,3 ,0.00%,,3,2,0,0,"1,376",346,64,3,2,2,0,0,0,+1,1 ,8 ,12.50%,,3,12,0,0,"5,895",346,64,3,1,1,0,0,0,+1,1 ,29 ,3.45%,,0,0,0,0,174,346,64,0,0,0,0,0,0,-,0 ,4 ,0.00%,,1,1,0,0,665,346,64,0,1,1,0,0,0,-,0 ,6 ,0.00%,,54,+8,8 ,678 ,1.18%,31 ,826 ,74.2%,25.8%,282 ,140 ,74 ,,,,,,,,,,,,,,,,,,,,,,
12/11/20,8,,51,249,0,0,"128,071",346,64,788,34,21,13,0,0,+14,14 ,"1,229 ",1.14%,,3,37,0,0,"15,019",346,64,9,3,3,0,0,0,+1,1 ,119 ,0.84%,,1,15,0,0,"6,287",346,64,6,0,0,0,0,0,-,0 ,76 ,0.00%,,11,27,0,0,"13,991",346,64,4,2,2,0,0,0,+4,4 ,201 ,1.99%,,0,1,0,0,"1,124",346,64,1,0,0,0,0,0,-,0 ,13 ,0.00%,,3,2,0,0,"1,400",346,64,3,2,2,0,0,0,-,0 ,24 ,0.00%,,3,12,0,0,"5,958",346,64,3,0,0,0,0,0,-,0 ,63 ,0.00%,,0,0,0,0,177,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,1,1,0,0,674,346,64,0,1,1,0,0,0,-,0 ,9 ,0.00%,,73,+19,19 ,"1,738 ",1.09%,42 ,814 ,69.0%,31.0%,282 ,159 ,73 ,,,,,,,,,,,,,,,,,,,,,,
12/12/20,8,,71,249,0,0,"129,301",346,64,788,33,22,11,0,0,+20,20 ,"1,230 ",1.63%,,4,37,0,0,"15,145",346,64,7,3,3,0,0,0,+1,1 ,126 ,0.79%,,2,15,0,0,"6,382",346,64,5,0,0,0,0,0,+1,1 ,95 ,1.05%,,13,27,0,0,"14,159",346,64,5,5,5,0,0,0,+2,2 ,168 ,1.19%,,0,1,0,0,"1,136",346,64,2,0,0,0,0,0,-,0 ,12 ,0.00%,,3,2,0,0,"1,419",346,64,3,1,1,0,0,0,-,0 ,19 ,0.00%,,4,12,0,0,"6,005",346,64,5,0,0,0,0,0,+1,1 ,47 ,2.13%,,0,0,0,0,180,346,64,0,0,0,0,0,0,-,0 ,3 ,0.00%,,1,1,0,0,689,346,64,0,1,1,0,0,0,-,0 ,15 ,0.00%,,98,+25,25 ,"1,715 ",1.46%,43 ,815 ,74.4%,25.6%,282 ,184 ,81 ,,,,,,,,,,,,,,,,,,,,,,
12/13/20,8,,77,249,0,0,"130,601",346,64,790,41,27,14,0,0,+6,6 ,"1,300 ",0.46%,,4,37,0,0,"15,281",346,64,7,5,4,1,0,0,-,0 ,136 ,0.00%,,2,15,0,0,"6,437",346,64,4,0,0,0,0,0,-,0 ,55 ,0.00%,,18,27,0,0,"14,337",346,64,5,4,4,0,0,0,+5,5 ,178 ,2.81%,,0,1,0,0,"1,155",346,64,2,0,0,0,0,0,-,0 ,19 ,0.00%,,3,2,0,0,"1,434",346,64,3,0,0,0,0,0,-,0 ,15 ,0.00%,,4,12,0,0,"6,044",346,64,6,1,1,0,0,0,-,0 ,39 ,0.00%,,0,0,0,0,182,346,64,0,0,0,0,0,0,-,0 ,2 ,0.00%,,1,1,0,0,695,346,64,0,1,1,0,0,0,-,0 ,6 ,0.00%,,109,+11,11 ,"1,750 ",0.63%,52 ,817 ,71.2%,28.8%,282 ,195 ,85 ,,85 ,"10,361 ",0.82%,0 ,0.82%,12/07/20,12/13/20,12/07-12/13,,,,,,,,,,,,,
